pl_name,rowid,pl_hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,raerr1,raerr2,decerr1,decerr2,glat,glaterr1,glaterr2,glon,glonerr1,glonerr2,elat,elaterr1,elaterr2,elon,elonerr1,elonerr2,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,sectors,,,
GJ 163 c,386,GJ 163,c,,HIP 19394,TIC 219221189,Gaia DR2 4780294722094459904,1,1,3,0,0,Radial Velocity,2013,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,2013-08,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,25.63058,0.0255,-0.0255,0,0.1254,0.0001,-0.0001,0,,,,,,,,,,,,,,,,,6.8,0.9,-0.9,0,0.0214,0.00283,-0.00283,0,,,,,,,,,6.8,0.9,-0.9,0,0.0214,0.00283,-0.00283,0,Msini,,,,,0.099,0.086,-0.086,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2455057.7,4.8,-4.8,0,227,79.87,-79.87,0,2.75,0.35,-0.35,0,,,,,,,,,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,0.029159,-0.029159,0.0324035,-0.0324035,-45.32366,,,262.7818,,,-71.16685,,,30.83568,,,1198.1722566,0.0650636,-0.0650636,1046.14,0.0635731,-0.0635731,584.13,0.0696292,-0.0696292,15.1285,0.0072,-0.0072,66.0714,0.0314011,-0.0314011,,,,11.79,0.1,-0.1,7.948,0.026,-0.026,7.428,0.04,-0.04,7.135,0.021,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6771,0.000792,-0.000792,,,,9.47061,0.0073415,-0.0073415,,,,2017-01-24 21:18:09,2013-08,2017-01-26,0,1,0,0,0,0,[ 3  4  5 30 31],,,
GJ 180 c,391,GJ 180,c,,HIP 22762,TIC 246902275,Gaia DR2 2979590513145784192,1,1,3,0,0,Radial Velocity,2014,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,2014-06,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,24.329,0.052,-0.066,0,0.129,0.007,-0.017,0,,,,,,,,,,,,,,,,,6.4,3.7,-4.1,0,0.02014,0.01164,-0.0129,0,,,,,,,,,6.4,3.7,-4.1,0,0.02014,0.01164,-0.0129,0,Msini,,,,,0.09,0.2,-0.09,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,0,2.31,1.49,-1.39,0,,,,,,,,,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M2 V,3371,,,0,,,,,0.43,,,0,,,,,,-1.886,,,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m50.42s,73.460097,-17d46m34.30s,-17.776194,0.0200741,-0.0200741,0.0208153,-0.0208153,-33.7281,,,216.9657,,,-40.02928,,,69.26292,,,763.0623234,0.0408068,-0.0408068,408.571,0.0395916,-0.0395916,-644.464,0.0412851,-0.0412851,11.9407,0.0045,-0.0045,83.7182,0.0313472,-0.0313472,12.436,0.036,-0.036,10.914,0.026,-0.026,7.413,0.02,-0.02,6.86,0.038,-0.038,6.598,0.021,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93395,0.000396,-0.000396,,,,8.8249,0.0072959,-0.0072959,,,,2019-10-04 15:24:24,2014-06,2019-10-10,0,1,0,1,0,0,[ 5 32],,,
GJ 273 b,398,GJ 273,b,,HIP 36208,TIC 318686860,,1,1,2,0,0,Radial Velocity,2017,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,18.6498,0.0059,-0.0052,0,0.091101,1.9E-05,-1.7E-05,0,,,,,,,,,,,,,,,,,2.89,0.27,-0.26,0,0.00909,0.00085,-0.00082,0,,,,,,,,,2.89,0.27,-0.26,0,0.00909,0.00085,-0.00082,0,Msini,,,,,0.1,0.09,-0.07,0,1.06,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,0.15,-0.15,0,,,,,,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382,49,-49,0,0.29,0.03,-0.03,0,0.29,,,0,0.09,0.17,-0.17,0,[Fe/H],-2.056,0.243,-0.602,0,,,,,,,,,,,,,,,,,99,,,0,18.41,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,60,-60,60,-60,10.37354,,,212.3446,,,-16.50483,,,112.7427,,,3737.8706505,8,-8,571,8,-8,-3694,8,-8,5.921535,0.0206332,-0.0206332,263.26,1.43,-1.43,11.313,0.063,-0.063,9.84,0.1,-0.1,5.714,0.032,-0.032,5.219,0.063,-0.063,4.857,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.308,0.033,-0.033,,,,2017-03-29 11:04:45,2017-06,2017-03-30,0,1,0,1,0,0,[7],,,
GJ 273 c,399,GJ 273,c,,HIP 36208,TIC 318686860,,1,1,2,0,0,Radial Velocity,2017,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.7234,0.0004,-0.0004,0,0.036467,2E-06,-2E-06,0,,,,,,,,,,,,,,,,,1.18,0.16,-0.16,0,0.00371,0.0005,-0.0005,0,,,,,,,,,1.18,0.16,-0.16,0,0.00371,0.0005,-0.0005,0,Msini,,,,,0.17,0.13,-0.12,0,6.66,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.15,-0.15,0,,,,,,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382,49,-49,0,0.29,0.03,-0.03,0,0.29,,,0,0.09,0.17,-0.17,0,[Fe/H],-2.056,0.243,-0.602,0,,,,,,,,,,,,,,,,,99,,,0,18.41,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,60,-60,60,-60,10.37354,,,212.3446,,,-16.50483,,,112.7427,,,3737.8706505,8,-8,571,8,-8,-3694,8,-8,5.921535,0.0206332,-0.0206332,263.26,1.43,-1.43,11.313,0.063,-0.063,9.84,0.1,-0.1,5.714,0.032,-0.032,5.219,0.063,-0.063,4.857,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.308,0.033,-0.033,,,,2017-03-29 11:04:45,2017-06,2017-03-30,0,1,0,1,0,0,[7],,,
GJ 3138 b,402,GJ 3138,b,,HIP 10037,TIC 632528291,Gaia DR2 5144740907820131840,1,1,3,0,0,Radial Velocity,2017,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,1.22003,6E-05,-4E-05,0,0.0197,0.0005,-0.0005,0,,,,,,,,,,,,,,,,,1.78,0.34,-0.33,0,0.0056,0.00107,-0.00104,0,,,,,,,,,1.78,0.34,-0.33,0,0.0056,0.00107,-0.00104,0,Msini,,,,,0.19,0.18,-0.13,0,118.1,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,0.27,-0.26,0,,,,,,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717,49,-49,0,0.5,0.03,-0.03,0,0.68,,,0,-0.3,0.12,-0.12,0,[Fe/H],-1.347,0.063,-0.073,0,,,,,,,,,,,,,,,,,42.5,,,0,13.6,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,0.0351278,-0.0351278,0.0323378,-0.0323378,-69.01208,,,185.9956,,,-27.51997,,,23.84291,,,522.3937499,0.0727056,-0.0727056,516.324,0.0728444,-0.0728444,79.4025,0.0665743,-0.0665743,28.4712,0.03505,-0.03505,35.0943,0.0429314,-0.0429314,,,,10.8275,0.0459,-0.0459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1924,0.000629,-0.000629,,,,11.075,0.0474324,-0.0474324,,,,2017-03-29 11:04:44,2017-06,2017-03-30,0,1,0,0,0,0,[ 3 30],,,
GJ 3138 c,403,GJ 3138,c,,HIP 10037,TIC 632528291,Gaia DR2 5144740907820131840,1,1,3,0,0,Radial Velocity,2017,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,5.974,0.001,-0.001,0,0.057,0.001,-0.001,0,,,,,,,,,,,,,,,,,4.18,0.61,-0.59,0,0.01315,0.00192,-0.00186,0,,,,,,,,,4.18,0.61,-0.59,0,0.01315,0.00192,-0.00186,0,Msini,,,,,0.11,0.11,-0.07,0,13.9,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,0.26,-0.26,0,,,,,,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717,49,-49,0,0.5,0.03,-0.03,0,0.68,,,0,-0.3,0.12,-0.12,0,[Fe/H],-1.347,0.063,-0.073,0,,,,,,,,,,,,,,,,,42.5,,,0,13.6,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,0.0351278,-0.0351278,0.0323378,-0.0323378,-69.01208,,,185.9956,,,-27.51997,,,23.84291,,,522.3937499,0.0727056,-0.0727056,516.324,0.0728444,-0.0728444,79.4025,0.0665743,-0.0665743,28.4712,0.03505,-0.03505,35.0943,0.0429314,-0.0429314,,,,10.8275,0.0459,-0.0459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1924,0.000629,-0.000629,,,,11.075,0.0474324,-0.0474324,,,,2017-03-29 11:04:44,2017-06,2017-03-30,0,1,0,0,0,0,[ 3 30],,,
GJ 3293 e,417,GJ 3293,e,,,TIC 178872239,Gaia DR2 4893118771316702720,1,1,4,0,0,Radial Velocity,2017,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,13.2543,0.0078,-0.0104,0,0.08208,3E-05,-4E-05,0,,,,,,,,,,,,,,,,,3.28,0.64,-0.64,0,0.01032,0.00201,-0.00201,0,,,,,,,,,3.28,0.64,-0.64,0,0.01032,0.00201,-0.00201,0,Msini,,,,,0.21,0.2,-0.14,0,3.34,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.658,0.328,-0.321,0,,,,,,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466,49,-49,0,0.4,0.03,-0.03,0,0.42,,,0,0.02,0.09,-0.09,0,[Fe/H],-1.658,0.114,-0.044,0,,,,,,,,,,,,,,,,,41,,,0,13.3,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,0.0318873,-0.0318873,0.0394122,-0.0394122,-41.61211,,,223.5389,,,-46.21611,,,59.47292,,,492.2542799,0.0805598,-0.0805598,-81.4263,0.0682904,-0.0682904,-485.473,0.080878,-0.080878,20.1903,0.0216,-0.0216,49.4999,0.0524984,-0.0524984,13.436,0.033,-0.033,11.945,0.037,-0.037,8.362001,0.024,-0.024,7.749,0.038,-0.038,7.486,0.033,-0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9788,0.000878,-0.000878,,,,9.82063,0.0073072,-0.0073072,,,,2017-03-29 11:04:46,2017-06,2017-03-30,0,0,0,0,0,0,[ 5 31 32],,,
GJ 3323 b,418,GJ 3323,b,,,TIC 43605290,Gaia DR2 3187115498866675456,1,1,2,0,0,Radial Velocity,2017,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,2017-06,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,5.3636,0.0007,-0.0007,0,0.03282,0.00054,-0.00056,0,,,,,,,,,,,,,,,,,2.02,0.26,-0.25,0,0.00636,0.00082,-0.00079,0,,,,,,,,,2.02,0.26,-0.25,0,0.00636,0.00082,-0.00079,0,Msini,,,,,0.23,0.11,-0.11,0,2.58,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,0.33,-0.32,0,,,,,,,,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4,3159,49,-49,0,0.12,0.03,-0.03,0,0.16,,,0,-0.27,0.09,-0.09,0,[Fe/H],-2.569,0.537,-1.431,0,,,,,,,,,,,,,,,,,33,,,0,42.45,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,0.0433708,-0.0433708,0.0381231,-0.0381231,-27.47127,,,206.4304,,,-29.55243,,,73.38623,,,767.7791462,0.09139,-0.09139,-551.722,0.0987416,-0.0987416,-533.936,0.0828232,-0.0828232,5.37484,0.00172,-0.00172,186.023,0.059027,-0.059027,,,,12.57,0.2,-0.2,7.617,0.032,-0.032,7.065,0.046,-0.046,6.736,0.024,-0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6467,0.000647,-0.000647,,,,9.4284,0.006,-0.006,,,,2017-03-29 11:04:44,2017-06,2017-03-30,0,0,0,0,0,0,[ 5 32],,,
GJ 3473 c,433,GJ 3473,c,,,TIC 452866790,Gaia DR2 3094290054327367168,1,2,2,0,0,Radial Velocity,2020,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200910432K/abstract target=ref>Kemmer et al. 2020</a>,2020-09,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200910432K/abstract target=ref>Kemmer et al. 2020</a>,15.509,0.033,-0.033,0,0.0876,0.0035,-0.0034,0,,,,,,,,,,,,,,,,,7.41,0.91,-0.86,0,0.02331,0.00286,-0.00271,0,,,,,,,,,7.41,0.91,-0.86,0,0.02331,0.00286,-0.00271,0,Msini,,,,,0,,,0,1.95,0.17,-0.15,0,329,7,-6,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.45,-0.42,0,,,,,,,,,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200910432K/abstract target=ref>Kemmer et al. 2020</a>,,3347,54,-54,0,0.36,0.01,-0.01,0,0.36,0.02,-0.02,0,0.11,0.19,-0.19,0,[Fe/H],-1.824,0.005,-0.006,0,4.81,0.06,-0.06,0,,,,,10.93,0.66,-0.69,0,2,,,1,168.3,4.2,-4.2,0,-1.1,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,0.0390496,-0.0390496,0.0238824,-0.0238824,17.29028,,,218.15,,,-16.76125,,,122.0496,,,554.7223327,0.0704113,-0.0704113,-403.168,0.0856354,-0.0856354,-381.015,0.0479354,-0.0479354,27.3644,0.0376,-0.0376,36.515,0.0498293,-0.0498293,15.241,0.053,-0.053,13.74,0.027,-0.027,9.627,0.023,-0.023,9.063,0.022,-0.022,8.829001,0.024,-0.024,16.895,0.0083254,-0.0083254,15.4319,0.0057415,-0.0057415,13.2912,0.002163,-0.002163,11.9009,0.0007628,-0.0007628,11.4704,0.0040229,-0.0040229,,,,,,,,,,,,,12.465,0.000343,-0.000343,,,,11.1972,0.0073095,-0.0073095,,,,2020-10-16 10:32:11,2020-09,2020-10-22,1,0,0,0,0,0,[ 7 34 61],,,
GJ 357 c,437,GJ 357,c,,HIP 47103,TIC 413248763,Gaia DR2 5664814198431308288,1,1,3,0,0,Radial Velocity,2019,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,2019-08,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,9.1247,0.0011,-0.001,0,0.061,0.004,-0.004,0,,,,,,,,,,,,,,,,,3.4,0.46,-0.46,0,0.0107,0.00145,-0.00145,0,,,,,,,,,3.4,0.46,-0.46,0,0.0107,0.00145,-0.00145,0,Msini,,,,,,,,,4.45,0.14,-0.14,0,401,11,-11,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,0.28,-0.28,0,,,,,,,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505,51,-51,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,-0.12,0.16,-0.16,0,[Fe/H],-1.798,0.01,-0.01,0,4.94,0.07,-0.07,0,,,,,13.6,1.4,-1.6,0,2,,,1,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,0.0517183,-0.0517183,0.0448711,-0.0448711,22.08297,,,253.8847,,,-33.77371,,,154.7718,,,999.9759509,0.0835821,-0.0835821,138.694,0.100166,-0.100166,-990.311,0.0832238,-0.0832238,9.44181,0.00511,-0.00511,105.883,0.0568648,-0.0568648,12.355,0.153,-0.153,10.91,0.1,-0.1,7.337,0.034,-0.034,6.74,0.033,-0.033,6.475,0.017,-0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88036,0.00144,-0.00144,,,,8.74094,0.0074085,-0.0074085,,,,2019-07-29 18:06:24,2019-08,2019-08-01,0,1,0,1,0,0,[ 8 35 62],,,
