pl_name,rowid,pl_hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,raerr1,raerr2,decerr1,decerr2,glat,glaterr1,glaterr2,glon,glonerr1,glonerr2,elat,elaterr1,elaterr2,elon,elonerr1,elonerr2,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,sectors,,,
GJ 682 b,513,GJ 682,b,,HIP 86214,TIC 16909043,Gaia DR2 5955305209191546112,1,1,2,0,0,Radial Velocity,2014,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,2014-06,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,17.478,0.062,-0.04,0,0.08,0.014,-0.004,0,,,,,,,,,,,,,,,,,4.4,3.7,-2.4,0,0.01384,0.01164,-0.00755,0,,,,,,,,,4.4,3.7,-2.4,0,0.01384,0.01164,-0.00755,0,Msini,,,,,0.08,0.19,-0.08,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,0,2.99,1.58,-1.85,0,,,,,,,,,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M3.5 V,3028,,,0,,,,,0.27,,,0,,,,,,-2.699,,,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m02.65s,264.2610245,-44d19m23.71s,-44.3232519,0.0968506,-0.0968506,0.0767592,-0.0767592,-6.634735,,,345.9857,,,-20.9673,,,265.6091,,,1174.0017621,0.1491618,-0.1491618,-706.117,0.185091,-0.185091,-937.912,0.124267,-0.124267,5.00671,0.0021,-0.0021,199.703,0.0832292,-0.0832292,1.931,0.047,-0.047,10.94,0.1,-0.1,6.544,0.023,-0.023,5.917,0.038,-0.038,5.606,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57025,0.001221,-0.001221,,,,8.24607,0.0077153,-0.0077153,,,,2019-10-04 15:24:25,2014-06,2019-10-10,0,1,0,0,0,0,[12 39 66],,,
HD 109271 b,1090,HD 109271,b,HD 109271,HIP 61300,TIC 429301734,Gaia DR2 3578137838413202688,1,1,2,0,0,Radial Velocity,2013,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,2013-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,7.8543,0.0009,-0.0009,0,0.079,0.001,-0.001,0,,,,,,,,,,,,,,,,,17.162,1.271,-1.271,0,0.054,0.004,-0.004,0,,,,,,,,,17.162,1.271,-1.271,0,0.054,0.004,-0.004,0,Msini,,,,,0.25,0.08,-0.08,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2455719.1,3.6,-3.6,0,-64,20,-20,0,5.6,0.5,-0.5,0,,,,,,,,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,G5 V,5783,62,-62,0,,,,,1.05,0.02,-0.02,0,0.1,0.05,-0.05,0,[Fe/H],0.301,0.061,-0.071,0,4.28,0.1,-0.1,0,7.3,1.2,-1.2,0,,,,,2.7,,,0,,,,,-4.9,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m35.38s,188.397397,-11d37m17.47s,-11.6215204,0.0492283,-0.0492283,0.0527292,-0.0527292,51.00873,,,295.9768,,,-7.349625,,,192.3062,,,187.9832255,0.1128115,-0.1128115,-169.693,0.113884,-0.113884,80.8825,0.107964,-0.107964,55.8716,0.2075,-0.2075,17.8697,0.065985,-0.065985,8.714,0.027,-0.027,8.04,0.03,-0.03,6.855,0.026,-0.026,6.555,0.026,-0.026,6.495,0.026,-0.026,,,,,,,,,,,,,,,,6.496,0.077,-0.077,6.411,0.024,-0.024,6.5,0.016,-0.016,6.451,0.065,-0.065,7.87816,0.000289,-0.000289,,,,7.4446,0.006,-0.006,,,,2014-05-14,2013-03,2014-05-14,0,1,0,0,0,0,[10 46],,,
HD 134060 b,1212,HD 134060,b,HD 134060,HIP 74273,TIC 454901855,Gaia DR2 5876112300125320448,1,1,2,0,0,Radial Velocity,2019,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,2019-02,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,3.2696,0.0001,-0.0001,0,0.0444,0.0013,-0.0014,0,,,,,,,,,,,,,,,,,10.1,0.79,-0.75,0,0.0318,0.0025,-0.0024,0,,,,,,,,,10.1,0.79,-0.75,0,0.0318,0.0025,-0.0024,0,Msini,,,,,0.45,0.04,-0.04,0,,,,,,,,,,,,,,,,,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,2455499.6542,0.042,-0.0407,0,-98.23,6.61,-6.75,0,4.61,0.22,-0.22,0,,,,,,,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G3 IV,5966,14,-14,0,,,,,1.09,,,0,0.14,0.01,-0.01,0,[Fe/H],0.158,0.006,-0.006,0,4.43,0.03,-0.03,0,,,,,,,,,2.6,,,0,23,2.9,-2.9,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,0.0322018,-0.0322018,0.0265112,-0.0265112,-2.921124,,,318.807,,,-41.68237,,,244.4579,,,185.9811074,0.0443127,-0.0443127,-185.588,0.0442778,-0.0442778,-12.0858,0.0518963,-0.0518963,24.0125,0.02035,-0.02035,41.616,0.0350929,-0.0350929,6.907,0.022,-0.022,6.29,0.03,-0.03,5.214,0.023,-0.023,5.022,0.061,-0.061,4.836,0.026,-0.026,,,,,,,,,,,,,,,,4.83,0.199,-0.199,4.677,0.082,-0.082,4.874,0.015,-0.015,4.826,0.027,-0.027,6.13951,0.0005419,-0.0005419,,,,5.7308,0.006,-0.006,,,,2019-02-05 09:35:38,2019-02,2019-02-07,0,1,0,1,0,0,[38 39 65],,,
HD 136352 b,1219,HD 136352,b,HD 136352,HIP 75181,TIC 136916387,Gaia DR2 5902750168276592256,1,1,3,0,0,Radial Velocity,2019,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,2019-02,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,11.5824,0.0024,-0.0025,0,0.0934,0.0037,-0.004,0,,,,,,,,,,,,,,,,,4.81,0.59,-0.56,0,0.0151,0.0018,-0.0018,0,,,,,,,,,4.81,0.59,-0.56,0,0.0151,0.0018,-0.0018,0,Msini,,,,,0.14,0.08,-0.08,0,,,,,,,,,,,,,,,,,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,2455496.7009,1.1393,-1.2084,0,-185.64,35.97,-37.67,0,1.59,0.13,-0.13,0,,,,,,,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G4 V,5664,14,-14,0,,,,,0.81,,,0,-0.34,0.01,-0.01,0,[Fe/H],-0.004,0.004,-0.004,0,4.39,0.02,-0.02,0,,,,,,,,,1,,,1,23.8,3.1,-3.1,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,0.068131,-0.068131,0.0570391,-0.0570391,7.378201,,,327.0773,,,-28.76696,,,241.1152,,,1647.3395676,0.1676637,-0.1676637,-1624.05,0.168556,-0.168556,-276.024,0.133136,-0.133136,14.682,0.01985,-0.01985,68.0818,0.0914699,-0.0914699,6.282,0.021,-0.021,5.65,0.03,-0.03,4.308,0.226,-0.226,3.898,0.192,-0.192,4.159,0.036,-0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48495,0.0015675,-0.0015675,,,,5.0494,0.0062,-0.0062,,,,2019-02-05 09:35:40,2019-02,2019-02-07,0,1,1,3,0,0,[12 38 65],,,
HD 136352 c,1220,HD 136352,c,HD 136352,HIP 75181,TIC 136916387,Gaia DR2 5902750168276592256,1,1,3,0,0,Radial Velocity,2019,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,2019-02,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,27.5821,0.0089,-0.0086,0,0.1666,0.0066,-0.0072,0,,,,,,,,,,,,,,,,,10.8,1.08,-1.05,0,0.034,0.0034,-0.0033,0,,,,,,,,,10.8,1.08,-1.05,0,0.034,0.0034,-0.0033,0,Msini,,,,,0.04,0.05,-0.03,0,,,,,,,,,,,,,,,,,BJD,0,,,,,,,,,,,,,,,,,,,,,,,,,2455490.0572,5.7741,-5.8036,0,-110.22,74.58,-75.76,0,2.65,0.14,-0.14,0,,,,,,,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G4 V,5664,14,-14,0,,,,,0.81,,,0,-0.34,0.01,-0.01,0,[Fe/H],-0.004,0.004,-0.004,0,4.39,0.02,-0.02,0,,,,,,,,,1,,,1,23.8,3.1,-3.1,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,0.068131,-0.068131,0.0570391,-0.0570391,7.378201,,,327.0773,,,-28.76696,,,241.1152,,,1647.3395676,0.1676637,-0.1676637,-1624.05,0.168556,-0.168556,-276.024,0.133136,-0.133136,14.682,0.01985,-0.01985,68.0818,0.0914699,-0.0914699,6.282,0.021,-0.021,5.65,0.03,-0.03,4.308,0.226,-0.226,3.898,0.192,-0.192,4.159,0.036,-0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48495,0.0015675,-0.0015675,,,,5.0494,0.0062,-0.0062,,,,2019-02-05 09:35:40,2019-02,2019-02-07,0,1,1,3,0,0,[12 38 65],,,
HD 1461 c,1273,HD 1461,c,HD 1461,HIP 1499,TIC 37748347,Gaia DR2 2430102808294101760,1,1,2,0,0,Radial Velocity,2015,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute,az et al. 2016</a>,2016-01,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute,az et al. 2016</a>,13.5052,0.0029,-0.0029,0,0.1117,0.0039,-0.0039,0,,,,,,,,,,,,,,,,,5.59,0.73,-0.73,0,0.01759,0.0023,-0.0023,0,,,,,,,,,5.59,0.73,-0.73,0,0.01759,0.0023,-0.0023,0,Msini,,,,,0.305,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.17,-0.17,0,,,,,,,,,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute,az et al. 2016</a>,G0 V,5765,18,-18,0,,,,,1.02,,,0,0.19,0.01,-0.01,0,[Fe/H],,,,,4.38,0.03,-0.03,0,,,,,,,,,,,,,,,,,-10.06,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,0.0472629,-0.0472629,0.027337,-0.027337,-69.40882,,,99.30266,,,-9.243241,,,1.062821,,,441.9148713,0.0939019,-0.0939019,417.875,0.0975526,-0.0975526,-143.768,0.0539701,-0.0539701,23.4534,0.0309,-0.0309,42.609,0.0557121,-0.0557121,7.146,0.022,-0.022,6.47933,0.023,-0.023,5.329,0.018,-0.018,5.041,0.047,-0.047,4.897,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29454,0.0003801,-0.0003801,,,,5.8575,0.006,-0.006,,,,2015-11-18 13:10:53,2016-01,2015-11-19,0,1,2,9,0,0,[ 3 42 70]
HD 158259 b,1345,HD 158259,b,HD 158259,HIP 85268,TIC 188768068,Gaia DR2 1416050859226670848,1,1,5,0,0,Radial Velocity,2020,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,2020-04,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,2.178,9E-05,-0.0001,0,,,,,,,,,,,,,,,,,,,,,2.22,0.39,-0.45,0,0.00698,0.00123,-0.00142,0,,,,,,,,,2.22,0.39,-0.45,0,0.00698,0.00123,-0.00142,0,Msini,6.12,1.16,-1.65,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.051,0.18,-0.19,0,,,,,,,,,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,,2.9,1,-1,0,20,7,-7,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,0.0258996,-0.0258996,0.0300441,-0.0300441,34.08984,,,80.13868,,,75.58614,,,248.5701,,,103.6993176,0.0560812,-0.0560812,-91.0469,0.0551648,-0.0551648,-49.6388,0.05906,-0.05906,27.0498,0.0215,-0.0215,36.9399,0.0291363,-0.0291363,7.073,0.022,-0.022,6.47915,0.023,-0.023,5.269,0.029,-0.029,5.026,0.026,-0.026,4.965,0.023,-0.023,,,,,,,,,,,,,,,,4.998,0.204,-0.204,4.828,0.094,-0.094,5,0.015,-0.015,4.95,0.028,-0.028,6.30694,0.0003985,-0.0003985,,,,5.8961,0.006,-0.006,,,,2020-04-10 11:31:29,2020-04,2020-04-16,0,1,0,0,0,0,[17 20 23 24 25 26 40 47 50 51 52 53 54 57 60 74],,,
HD 158259 c,1347,HD 158259,c,HD 158259,HIP 85268,TIC 188768068,Gaia DR2 1416050859226670848,1,1,5,0,0,Radial Velocity,2020,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,2020-04,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,3.432,0.0003,-0.00016,0,,,,,,,,,,,,,,,,,,,,,5.6,0.6,-0.59,0,0.01762,0.00189,-0.00186,0,,,,,,,,,5.6,0.6,-0.59,0,0.01762,0.00189,-0.00186,0,Msini,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.261,0.19,-0.2,0,,,,,,,,,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,,2.9,1,-1,0,20,7,-7,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,0.0258996,-0.0258996,0.0300441,-0.0300441,34.08984,,,80.13868,,,75.58614,,,248.5701,,,103.6993176,0.0560812,-0.0560812,-91.0469,0.0551648,-0.0551648,-49.6388,0.05906,-0.05906,27.0498,0.0215,-0.0215,36.9399,0.0291363,-0.0291363,7.073,0.022,-0.022,6.47915,0.023,-0.023,5.269,0.029,-0.029,5.026,0.026,-0.026,4.965,0.023,-0.023,,,,,,,,,,,,,,,,4.998,0.204,-0.204,4.828,0.094,-0.094,5,0.015,-0.015,4.95,0.028,-0.028,6.30694,0.0003985,-0.0003985,,,,5.8961,0.006,-0.006,,,,2020-04-10 11:31:30,2020-04,2020-04-16,0,1,0,0,0,0,[17 20 23 24 25 26 40 47 50 51 52 53 54 57 60 74],,,
HD 158259 d,1348,HD 158259,d,HD 158259,HIP 85268,TIC 188768068,Gaia DR2 1416050859226670848,1,1,5,0,0,Radial Velocity,2020,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,2020-04,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,5.1980814,0.0008186,-0.0008814,0,,,,,,,,,,,,,,,,,,,,,5.41,0.74,-0.71,0,0.01702,0.00233,-0.00223,0,,,,,,,,,5.41,0.74,-0.71,0,0.01702,0.00233,-0.00223,0,Msini,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.907,0.22,-0.23,0,,,,,,,,,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,,2.9,1,-1,0,20,7,-7,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,0.0258996,-0.0258996,0.0300441,-0.0300441,34.08984,,,80.13868,,,75.58614,,,248.5701,,,103.6993176,0.0560812,-0.0560812,-91.0469,0.0551648,-0.0551648,-49.6388,0.05906,-0.05906,27.0498,0.0215,-0.0215,36.9399,0.0291363,-0.0291363,7.073,0.022,-0.022,6.47915,0.023,-0.023,5.269,0.029,-0.029,5.026,0.026,-0.026,4.965,0.023,-0.023,,,,,,,,,,,,,,,,4.998,0.204,-0.204,4.828,0.094,-0.094,5,0.015,-0.015,4.95,0.028,-0.028,6.30694,0.0003985,-0.0003985,,,,5.8961,0.006,-0.006,,,,2020-04-10 11:31:30,2020-04,2020-04-16,0,1,0,0,0,0,[17 20 23 24 25 26 40 47 50 51 52 53 54 57 60 74],,,
HD 158259 e,1349,HD 158259,e,HD 158259,HIP 85268,TIC 188768068,Gaia DR2 1416050859226670848,1,1,5,0,0,Radial Velocity,2020,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,2020-04,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,7.951,0.0022,-0.0021,0,,,,,,,,,,,,,,,,,,,,,6.08,0.94,-1.03,0,0.01913,0.00296,-0.00324,0,,,,,,,,,6.08,0.94,-1.03,0,0.01913,0.00296,-0.00324,0,Msini,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.857,0.26,-0.29,0,,,,,,,,,<a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>,G0,,,,,1.21,0.03,-0.08,0,1.08,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,,2.9,1,-1,0,20,7,-7,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,0.0258996,-0.0258996,0.0300441,-0.0300441,34.08984,,,80.13868,,,75.58614,,,248.5701,,,103.6993176,0.0560812,-0.0560812,-91.0469,0.0551648,-0.0551648,-49.6388,0.05906,-0.05906,27.0498,0.0215,-0.0215,36.9399,0.0291363,-0.0291363,7.073,0.022,-0.022,6.47915,0.023,-0.023,5.269,0.029,-0.029,5.026,0.026,-0.026,4.965,0.023,-0.023,,,,,,,,,,,,,,,,4.998,0.204,-0.204,4.828,0.094,-0.094,5,0.015,-0.015,4.95,0.028,-0.028,6.30694,0.0003985,-0.0003985,,,,5.8961,0.006,-0.006,,,,2020-04-10 11:31:32,2020-04,2020-04-16,0,1,0,0,0,0,[17 20 23 24 25 26 40 47 50 51 52 53 54 57 60 74],,,
