pl_name,rowid,pl_hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,raerr1,raerr2,decerr1,decerr2,glat,glaterr1,glaterr2,glon,glonerr1,glonerr2,elat,elaterr1,elaterr2,elon,elonerr1,elonerr2,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,,,,,,
GJ 581 b,477,GJ 581,b,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,1,1,3,0,0,Radial Velocity,2005,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,2005-12,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROBERTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345..440R/abstract target=ref>Robertson et al. 2014</a>,5.3686,0.0001,-0.0001,0,0.04061,3E-05,-3E-05,0,,,,,,,,,,,,,,,,,15.8,0.3,-0.3,0,0.0497,0.0009,-0.0009,0,,,,,,,,,15.8,0.3,-0.3,0,0.0497,0.0009,-0.0009,0,Msini,,,,,0,0.03,-0.03,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2454751.76,0.01,-0.01,0,,,,,12.6,0.2,-0.2,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3396,157,-157,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,,,,,,-1.885,0.096,-0.123,0,4.89,0,0,0,,,,,12.2238,0.3069,-0.3069,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2014-07-09,2014-07,2014-07-09,0,3,3,5,0,0,,,,,,
GJ 581 b,478,GJ 581,b,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,0,1,3,0,0,Radial Velocity,2005,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,2005-12,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,5.368,0.001,-0.001,0,0.041,0.001,-0.001,0,,,,,,,,,,,,,,,,,15.2,0.22,-0.27,0,0.04782,0.00069,-0.00085,0,,,,,,,,,15.2,0.22,-0.27,0,0.04782,0.00069,-0.00085,0,Msini,,,,,0.022,0.027,-0.005,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.3,27.4,-22.9,0,12.35,0.18,-0.2,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3396,157,-157,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,,,,,,-1.885,0.096,-0.123,0,4.89,0,0,0,,,,,12.2238,0.3069,-0.3069,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2017-10-16 16:16:50,2018-02,2017-10-19,0,3,3,5,0,0,,,,,,
GJ 581 b,479,GJ 581,b,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,0,1,3,0,0,Radial Velocity,2005,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,2005-12,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,5.366,0.001,-0.001,0,0.041,,,0,,,,,,,,,,,,,,,,,16.6,,,0,0.05223,,,0,,,,,,,,,16.6,,,0,0.05223,,,0,Msini,,,,,0,,,0,,,,,,,,,,,,,,,,,JD,0,,,,,,,,,,,,,,,,,,,,,,,,,2451004.3,0.06,-0.06,0,,,,,13.2,0.4,-0.4,0,,,,,,,,,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,M3 V,,,,,0.29,,,0,0.31,0.02,-0.02,0,-0.25,,,0,[Fe/H],-1.886,,,0,,,,,2,,,-1,,,,,2.1,,,1,,,,,-9.21,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2016-11-01 22:24:36,2005-12,2016-11-03,0,3,3,5,0,0,,,,,,
GJ 581 b,480,GJ 581,b,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,0,1,3,0,0,Radial Velocity,2005,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,2005-12,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,5.36874,0.00019,-0.00019,0,0.04,,,0,,,,,,,,,,,,,,,,,15.65,,,0,0.049,,,0,,,,,,,,,15.65,,,0,0.049,,,0,Msini,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2454712.62,0.02,-0.02,0,0,,,0,12.48,0.23,-0.23,0,,,,,,,,,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.21,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2014-05-14,2009-11,2014-05-14,0,3,3,5,0,0,,,,,,
GJ 581 b,481,GJ 581,b,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,0,1,3,0,0,Radial Velocity,2005,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,2005-12,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,5.36841,0.00026,-0.00026,0,0.040616,1E-06,-1E-06,0,,,,,,,,,,,,,,,,,15.6,0.3,-0.3,0,0.04908,0.00094,-0.00094,0,,,,,,,,,15.6,0.3,-0.3,0,0.04908,0.00094,-0.00094,0,Msini,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45,0.21,-0.21,0,,,,,,,,,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,M3 V,,,,,0.29,,,0,0.31,0.02,-0.02,0,,,,,,-1.886,,,0,,,,,4.3,,,0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2016-11-30 08:51:21,2010-11,2016-12-01,0,3,3,5,0,0,,,,,,
GJ 581 c,482,GJ 581,c,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,0,1,3,0,0,Radial Velocity,2007,<a refstr=UDRY_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...469L..43U/abstract target=ref> Udry et al. 2007 </a>,2007-07,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,12.9292,0.0047,-0.0047,0,0.07,,,0,,,,,,,,,,,,,,,,,5.36,,,0,0.017,,,0,,,,,,,,,5.36,,,0,0.017,,,0,Msini,,,,,0.17,0.07,-0.07,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2454699.42,0.87,-0.87,0,-110,25,-25,0,3.24,0.24,-0.24,0,,,,,,,,,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.21,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2014-05-14,2009-11,2014-05-14,0,3,3,5,0,0,,,,,,
GJ 581 c,483,GJ 581,c,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,0,1,3,0,0,Radial Velocity,2007,<a refstr=UDRY_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...469L..43U/abstract target=ref> Udry et al. 2007 </a>,2007-07,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,12.919,0.003,-0.002,0,0.074,0.001,-0.001,0,,,,,,,,,,,,,,,,,5.652,0.386,-0.239,0,0.01778,0.00121,-0.00075,0,,,,,,,,,5.652,0.386,-0.239,0,0.01778,0.00121,-0.00075,0,Msini,,,,,0.087,0.15,-0.016,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7,71.5,-33,0,3.28,0.22,-0.12,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3396,157,-157,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,,,,,,-1.885,0.096,-0.123,0,4.89,0,0,0,,,,,12.2238,0.3069,-0.3069,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2017-10-16 16:16:51,2018-02,2017-10-19,0,3,3,5,0,0,,,,,,
GJ 581 c,484,GJ 581,c,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,0,1,3,0,0,Radial Velocity,2007,<a refstr=UDRY_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...469L..43U/abstract target=ref> Udry et al. 2007 </a>,2007-07,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,12.9191,0.0058,-0.0058,0,0.072993,2.2E-05,-2.2E-05,0,,,,,,,,,,,,,,,,,5.6,0.3,-0.3,0,0.01762,0.00094,-0.00094,0,,,,,,,,,5.6,0.3,-0.3,0,0.01762,0.00094,-0.00094,0,Msini,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.19,-0.19,0,,,,,,,,,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,M3 V,,,,,0.29,,,0,0.31,0.02,-0.02,0,,,,,,-1.886,,,0,,,,,4.3,,,0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2016-11-30 08:51:22,2010-11,2016-12-01,0,3,3,5,0,0,,,,,,
GJ 581 c,485,GJ 581,c,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,1,1,3,0,0,Radial Velocity,2007,<a refstr=UDRY_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...469L..43U/abstract target=ref> Udry et al. 2007 </a>,2007-07,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROBERTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345..440R/abstract target=ref>Robertson et al. 2014</a>,12.914,0.002,-0.002,0,0.0721,0.0003,-0.0003,0,,,,,,,,,,,,,,,,,5.5,0.3,-0.3,0,0.0173,0.0009,-0.0009,0,,,,,,,,,5.5,0.3,-0.3,0,0.0173,0.0009,-0.0009,0,Msini,,,,,0,0.06,-0.06,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2454759.2,0.1,-0.1,0,,,,,3.3,0.2,-0.2,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3396,157,-157,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,,,,,,-1.885,0.096,-0.123,0,4.89,0,0,0,,,,,12.2238,0.3069,-0.3069,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2014-07-09,2014-07,2014-07-09,0,3,3,5,0,0,,,,,,
GJ 581 e,486,GJ 581,e,,HIP 74995,TIC 36853511,Gaia DR2 6322070093095493504,0,1,3,0,0,Radial Velocity,2009,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,2009-11,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,3.14942,0.00045,-0.00045,0,0.03,,,0,,,,,,,,,,,,,,,,,1.94,,,0,0.006,,,0,,,,,,,,,1.94,,,0,0.006,,,0,Msini,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2454716.8,0.01,-0.01,0,0,,,0,1.85,0.23,-0.23,0,,,,,,,,,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.21,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,0.0456912,-0.0456912,0.0358982,-0.0358982,40.0187,,,354.0776,,,10.25655,,,229.5216,,,1225.3257121,0.0931385,-0.0931385,-1221.47,0.093221,-0.093221,-97.1295,0.0790061,-0.0790061,6.2981,0.002095,-0.002095,158.749,0.0523245,-0.0523245,11.761,0.174,-0.174,10.57,0.1,-0.1,6.706,0.026,-0.026,6.095,0.033,-0.033,5.837,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,0.001197,-0.001197,,,,8.20238,0.0075119,-0.0075119,,,,2014-05-14,2009-11,2014-05-14,0,3,3,5,0,0,,,,,,
